Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Year,Term
,,,,Lecture,39579D,1.0,1:00-1:50pm,MWF,57.0,54.0,0.0,David Crombecque,MHP106,2014,Fall
,,,,Discussion,39580D,1.0,8:00-8:50am,"Tue, Thu",19.0,19.0,0.0,,KAP159,2014,Fall
,,,,Discussion,39581D,1.0,9:00-9:50am,"Tue, Thu",17.0,15.0,0.0,,KAP159,2014,Fall
,,,,Discussion,39582D,1.0,10:00-10:50am,"Tue, Thu",22.0,20.0,0.0,,KAP159,2014,Fall
,,,,Lecture,39583D,1.0,1:00-1:50pm,MWF,49.0,46.0,0.0,Fedor Malikov,VKC102,2014,Fall
,,,,Discussion,39584D,1.0,2:00-2:50pm,"Tue, Thu",21.0,19.0,0.0,,KAP165,2014,Fall
,,,,Discussion,39585D,1.0,3:00-3:50pm,"Tue, Thu",16.0,14.0,0.0,,KAP165,2014,Fall
,,,,Discussion,39586D,1.0,4:00-4:50pm,"Tue, Thu",17.0,13.0,0.0,,KAP165,2014,Fall
,,,,Lecture,39835D,1.0,9:00-9:50am,MWF,54.0,51.0,0.0,Remigijus Mikulevicius,SOS B46,2014,Fall
,,,,Discussion,39836D,1.0,8:00-8:50am,"Tue, Thu",19.0,17.0,0.0,,THH B10,2014,Fall
,,,,Discussion,39837D,1.0,9:00-9:50am,"Tue, Thu",16.0,15.0,0.0,,THH B10,2014,Fall
,,,,Discussion,39838D,1.0,10:00-10:50am,"Tue, Thu",19.0,19.0,0.0,,THH B10,2014,Fall
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture,39590D,1.0,10:00-10:50am,MWF,49.0,39.0,0.0,Guangbin Zhuang,THH116,2014,Fall
,,,,Discussion,39591D,1.0,8:00-8:50am,"Tue, Thu",16.0,9.0,0.0,,KAP138,2014,Fall
,,,,Discussion,39592D,1.0,9:00-9:50am,"Tue, Thu",16.0,13.0,0.0,,KAP138,2014,Fall
,,,,Discussion,39593D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,KAP138,2014,Fall
,,,,Lecture,39594D,1.0,11:00-11:50am,MWF,49.0,46.0,0.0,David Wilcox,THH116,2014,Fall
,,,,Discussion,39595D,1.0,11:00-11:50am,"Tue, Thu",19.0,17.0,0.0,,KAP134,2014,Fall
,,,,Discussion,39596D,1.0,12:00-12:50pm,"Tue, Thu",15.0,13.0,0.0,,KAP134,2014,Fall
,,,,Discussion,39597D,1.0,1:00-1:50pm,"Tue, Thu",17.0,16.0,0.0,,KAP134,2014,Fall
,,,,Lecture,39598D,1.0,11:00-11:50am,MWF,20.0,19.0,0.0,Robert Sacker,KAP245,2014,Fall
,,,,Discussion,39599D,1.0,11:00-11:50am,"Tue, Thu",16.0,11.0,0.0,,KAP113,2014,Fall
,,,,Discussion,39600D,1.0,12:00-12:50pm,"Tue, Thu",16.0,2.0,0.0,,KAP113,2014,Fall
,,,,Discussion,39601D,1.0,1:00-1:50pm,"Tue, Thu",17.0,6.0,0.0,,KAP113,2014,Fall
,,,,Lecture,39602D,1.0,12:00-12:50pm,MWF,49.0,48.0,0.0,Larry Redekopp,ZHS352,2014,Fall
,,,,Discussion,39603D,1.0,11:00-11:50am,"Tue, Thu",18.0,18.0,0.0,,VHE214,2014,Fall
,,,,Discussion,39604D,1.0,12:00-12:50pm,"Tue, Thu",16.0,13.0,0.0,,VHE214,2014,Fall
,,,,Discussion,39605D,1.0,1:00-1:50pm,"Tue, Thu",17.0,17.0,0.0,,VHE214,2014,Fall
MATH-265,Mathematical and Computational Methods for Neuroscience,P,4.0 units,Lecture,39610D,1.0,1:00-1:50pm,MWF,40.0,22.0,0.0,Cymra Haskell,KAP163,2014,Fall
,,,,Discussion,39611D,1.0,9:00-9:50am,"Tue, Thu",20.0,7.0,0.0,,VPD107,2014,Fall
,,,,Discussion,39612D,1.0,10:00-10:50am,"Tue, Thu",20.0,15.0,0.0,,VPD107,2014,Fall
MATH-307,Statistical Inference and Data Analysis I,P,4.0 units,Lecture,39615D,1.0,2:00-3:15pm,"Mon, Wed",30.0,11.0,0.0,Gary Rosen,KAP245,2014,Fall
,,,,Discussion,39616D,1.0,2:00-2:50pm,"Tue, Thu",30.0,11.0,0.0,,SGM226,2014,Fall
MATH-390,Special Problems,,1.0-4.0 units,Lecture,39499D,1.0,TBA,TBA,1.0,1.0,0.0,Larry Goldstein,OFFICE,2014,Fall
MATH-395,Seminar in Problem Solving,,"2.0 units, max 8",Lecture,39620D,1.0,4:30-6:20pm,Monday,20.0,5.0,0.0,James Zhao,KAP164,2014,Fall
MATH-400,Foundations of Discrete Mathematics,P,4.0 units,Lecture,39622D,1.0,1:00-1:50pm,MWF,1.0,0.0,0.0,,,2014,Fall
,,,,Discussion,39623D,1.0,1:00-1:50pm,"Tue, Thu",1.0,0.0,0.0,,,2014,Fall
MATH-407,Probability Theory,P,4.0 units,Lecture,39625D,1.0,9:00-9:50am,MWF,45.0,45.0,0.0,Guillermo Reyes Souto,VKC152,2014,Fall
,,,,Discussion,39626D,1.0,8:00-8:50am,"Tue, Thu",15.0,14.0,0.0,,KAP167,2014,Fall
,,,,Discussion,39627D,1.0,9:00-9:50am,"Tue, Thu",15.0,15.0,0.0,,KAP167,2014,Fall
,,,,Discussion,39628D,1.0,10:00-10:50am,"Tue, Thu",16.0,16.0,0.0,,KAP167,2014,Fall
,,,,Lecture,39629D,1.0,11:00-11:50am,MWF,45.0,33.0,0.0,Richard Arratia,SGM601,2014,Fall
,,,,Discussion,39630D,1.0,2:00-2:50pm,"Tue, Thu",15.0,14.0,0.0,,GFS217,2014,Fall
,,,,Discussion,39631D,1.0,3:00-3:50pm,"Tue, Thu",15.0,6.0,0.0,,GFS217,2014,Fall
,,,,Discussion,39632D,1.0,4:00-4:50pm,"Tue, Thu",15.0,13.0,0.0,,GFS217,2014,Fall
MATH-410,Fundamental Concepts of Modern Algebra,P,4.0 units,Lecture,39641D,1.0,1:00-1:50pm,MWF,24.0,12.0,0.0,Charles Lanski,KAP134,2014,Fall
,,,,Discussion,39642D,1.0,2:00-3:50pm,Thursday,25.0,12.0,0.0,,KAP245,2014,Fall
MATH-425a,Fundamental Concepts of Analysis,P,4.0 units,Lecture,39645D,1.0,10:00-10:50am,MWF,45.0,35.0,0.0,Nicolai Haydn,WPH B28,2014,Fall
,,,,Discussion,39646D,1.0,2:00-3:50pm,Tuesday,40.0,35.0,0.0,,THH118,2014,Fall
MATH-430,Theory of Numbers,P,4.0 units,Lecture,39650D,1.0,11:00-11:50am,MWF,30.0,27.0,0.0,Guangbin Zhuang,KAP147,2014,Fall
MATH-434,Geometry and Transformations,,4.0 units,Lecture,39655D,1.0,2:00-2:50pm,MWF,32.0,32.0,0.0,David Crombecque,MHP B7B,2014,Fall
MATH-440,Topology,,4.0 units,Lecture,39660D,1.0,11:00-11:50am,MWF,25.0,7.0,0.0,Paul Sobaje,KAP167,2014,Fall
MATH-445,Mathematics of Physics and Engineering II,P,4.0 units,Lecture,39669D,1.0,12:00-12:50pm,MWF,74.0,73.0,0.0,Neelesh Tiruviluamala,SLH100,2014,Fall
,,,,Discussion,39670D,1.0,2:00-2:50pm,"Tue, Thu",25.0,23.0,0.0,,GFS221,2014,Fall
,,,,Discussion,39671D,1.0,3:00-3:50pm,"Tue, Thu",24.0,23.0,0.0,,GFS221,2014,Fall
,,,,Discussion,39672D,1.0,4:00-4:50pm,"Tue, Thu",28.0,27.0,0.0,,GFS221,2014,Fall
MATH-458,Numerical Methods,P,4.0 units,Lecture,39681D,1.0,2:00-2:50pm,MWF,35.0,27.0,0.0,Ricardo Mancera,KAP148,2014,Fall
,,,,Discussion,39682D,1.0,10:00-10:50am,"Tue, Thu",35.0,27.0,0.0,,KAP145,2014,Fall
MATH-467,Theory and Computational Methods for Optimization,P,4.0 units,Lecture,39685D,1.0,1:00-1:50pm,MWF,21.0,16.0,0.0,Chunming Wang,KAP141,2014,Fall
,,,,Discussion,39686D,1.0,9:00-9:50am,"Tue, Thu",21.0,16.0,0.0,,KAP145,2014,Fall
MATH-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,39690D,1.0,TBA,TBA,20.0,8.0,0.0,,OFFICE,2014,Fall
MATH-502a,Numerical Analysis,P,3.0 units,Lecture,39700R,1.0,10:00-10:50am,MWF,15.0,8.0,0.0,Wlodek Proskurowski,KAP141,2014,Fall
MATH-505a,Applied Probability,,3.0 units,Lecture,39710R,1.0,1:00-1:50pm,MWF,50.0,45.0,0.0,Richard Arratia,ZHS352,2014,Fall
MATH-507a,Theory of Probability,P,3.0 units,Lecture,39720R,1.0,1:00-1:50pm,MWF,30.0,16.0,0.0,Peter Baxendale,KAP148,2014,Fall
MATH-509,Stochastic Differential Equations,P,3.0 units,Lecture,39725R,1.0,12:00-1:15pm,"Wed, Fri",25.0,9.0,0.0,Jianfeng Zhang,KAP245,2014,Fall
MATH-510a,Algebra,P,3.0 units,Lecture,39730R,1.0,12:00-12:50pm,MWF,20.0,4.0,0.0,Aravind Asok,KAP134,2014,Fall
MATH-511aL,Data Analysis,P,4.0 units,Lecture,41103D,46.0,1:05-2:55pm,Tuesday,64.0,62.0,6.0,Sandrah Eckel,SSB115AB,2014,Fall
,,,,Lab,41106D,46.0,11:05-12:55pm,Tuesday,50.0,28.0,2.0,,SSB115AB,2014,Fall
,,,,Lab,41108D,46.0,3:05-4:55pm,Tuesday,35.0,34.0,3.0,,SSB115AB,2014,Fall
MATH-511bL,Data Analysis,P,4.0 units,Lecture,41070D,46.0,12:05-1:55pm,Tuesday,35.0,26.0,0.0,Wendy MacK,SSB117,2014,Fall
,,,,Lab,41079D,46.0,2:00-4:00pm,Tuesday,31.0,26.0,0.0,,SSB117,2014,Fall
MATH-525a,Real Analysis,P,3.0 units,Lecture,39735R,1.0,9:00-9:50am,MWF,24.0,14.0,0.0,Nicolai Haydn,KAP137,2014,Fall
MATH-530a,Stochastic Calculus and Mathematical Finance,,3.0 units,Lecture,39737R,1.0,2:00-3:15pm,"Wed, Fri",60.0,34.0,0.0,Jin Ma,MHP106,2014,Fall
MATH-532,Combinatorial Analysis,,3.0 units,Lecture,39740R,1.0,12:00-12:50pm,MWF,20.0,18.0,0.0,Jason Fulman,KAP138,2014,Fall
MATH-540,Topology,P,3.0 units,Lecture,39745R,1.0,11:00-11:50am,MWF,20.0,4.0,0.0,Fedor Malikov,KAP141,2014,Fall
MATH-541b,Introduction to Mathematical Statistics,P,3.0 units,Lecture,39750R,1.0,11:00-11:50am,MWF,35.0,25.0,0.0,Larry Goldstein,KAP148,2014,Fall
MATH-544L,Multivariate Analysis,P,3.0 units,Lecture,41061D,46.0,3:05-4:25pm,"Wed, Thu",25.0,0.0,0.0,Mark Krailo,,2014,Fall
,,,,Lecture-Lab,41104D,46.0,2:55-4:25pm,"Wed, Thu",25.0,18.0,0.0,Mark Krailo,SSB117,2014,Fall
MATH-555a,Partial Differential Equations,P,3.0 units,Lecture,39755R,1.0,10:00-10:50am,MWF,20.0,13.0,0.0,Igor Kukavica,KAP134,2014,Fall
MATH-570a,Methods of Applied Mathematics,,3.0 units,Lecture,39760R,1.0,12:00-12:50pm,MWF,20.0,11.0,0.0,Robert Sacker,KAP167,2014,Fall
MATH-574,Applied Matrix Analysis,,3.0 units,Lecture,39762R,1.0,2:00-2:50pm,MWF,25.0,10.0,0.0,Jason Fulman,KAP167,2014,Fall
MATH-578b,Computational Molecular Biology,P,3.0 units,Lecture,39770R,1.0,11:00-12:20pm,"Tue, Thu",20.0,8.0,0.0,"Fengzhu Sun, Peter Ralph, Liang Chen</a>",KAP166,2014,Fall
MATH-580,Introduction to Functional Analysis,P,3.0 units,Lecture,39772R,1.0,10:00-10:50am,MWF,20.0,8.0,0.0,Remigijus Mikulevicius,KAP167,2014,Fall
MATH-590,Directed Research,,1.0-12.0 units,Lecture,39775D,1.0,TBA,TBA,30.0,28.0,0.0,Eric Friedlander,OFFICE,2014,Fall
MATH-594a,Master's Thesis,,2.0 units,Lecture,39780R,1.0,TBA,TBA,10.0,5.0,0.0,,OFFICE,2014,Fall
MATH-594b,Master's Thesis,P,2.0 units,Lecture,39781R,1.0,TBA,TBA,10.0,1.0,0.0,,OFFICE,2014,Fall
MATH-594z,Master's Thesis,PC,0.0 units,Lecture,39782R,1.0,TBA,TBA,10.0,2.0,0.0,,OFFICE,2014,Fall
MATH-595,Practicum in Teaching the Liberal Arts: Mathematics,,2.0 units,Lecture,39784R,1.0,4:30-6:45pm,Wednesday,24.0,10.0,0.0,Ken Alexander,KAP167,2014,Fall
MATH-610,Topics in Algebra,,"3.0 units, max 12",Lecture,39786R,1.0,1:00-1:50pm,MWF,16.0,12.0,0.0,Sami Assaf,KAP427,2014,Fall
MATH-625,Topics in Real Analysis,,"3.0 units, max 12",Lecture,39788R,1.0,TBA,TBA,20.0,5.0,0.0,Marco Sammartino,OFFICE,2014,Fall
MATH-641,Topics in Topology,,"3.0 units, max 12",Lecture,39795R,1.0,TBA,TBA,20.0,0.0,0.0,,TBA,2014,Fall
MATH-650,Seminar in Statistical Consulting,,3.0 units,Lecture,39802R,1.0,2:00-3:20pm,"Mon, Wed",30.0,13.0,0.0,Leonid Piterbarg,KAP158,2014,Fall
MATH-705,Seminar in Probability,,3.0 units,Lecture,39806R,1.0,TBA,TBA,10.0,7.0,0.0,Sergey Lototsky,OFFICE,2014,Fall
MATH-710,Seminar in Algebra,,3.0 units,Lecture,39807R,1.0,11:00-11:50am,MWF,15.0,15.0,0.0,Eric Friedlander,KAP427,2014,Fall
MATH-725,Seminar in Analysis,,3.0 units,Lecture,39808R,1.0,1:00-1:50pm,MWF,10.0,4.0,0.0,"Igor Kukavica, Weiwei Hu",KAP138,2014,Fall
MATH-740,Seminar in Topology,,3.0 units,Lecture,39809R,1.0,TBA,TBA,15.0,8.0,0.0,Aaron Lauda,OFFICE,2014,Fall
MATH-790,Research,,1.0-12.0 units,Lecture,39810D,1.0,TBA,TBA,20.0,5.0,0.0,Eric Friedlander,OFFICE,2014,Fall
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,39815D,1.0,TBA,TBA,10.0,5.0,0.0,,OFFICE,2014,Fall
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,39816D,1.0,TBA,TBA,10.0,2.0,0.0,,OFFICE,2014,Fall
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,39817D,1.0,TBA,TBA,10.0,1.0,0.0,,OFFICE,2014,Fall
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,39818D,1.0,TBA,TBA,10.0,0.0,0.0,,OFFICE,2014,Fall
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,39819D,1.0,TBA,TBA,10.0,5.0,0.0,,OFFICE,2014,Fall
MATH-040x,Basic Mathematical Skills,,4.0 units,Lecture,39400D,1.0,9:00-9:50am,MWF,25.0,15.0,0.0,Bahar Acu,KAP165,2015,Spring
,,,,Discussion,39401D,1.0,9:00-9:50am,"Tue, Thu",25.0,15.0,0.0,,KAP164,2015,Spring
MATH-108,Precalculus,P,4.0 units,Lecture,39402D,1.0,9:00-9:50am,MWF,49.0,47.0,0.0,Tuan Nguyen,GFS118,2015,Spring
,,,,Discussion,39403D,1.0,8:00-8:50am,"Tue, Thu",16.0,15.0,0.0,,GFS111,2015,Spring
,,,,Discussion,39404D,1.0,9:00-9:50am,"Tue, Thu",16.0,15.0,0.0,,GFS111,2015,Spring
,,,,Discussion,39405D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,GFS111,2015,Spring
MATH-114x,Foundations of Statistics,,4.0 units,Lecture,39981D,1.0,9:00-9:50am,MWF,49.0,32.0,0.0,Guillermo Reyes Souto,VKC100,2015,Spring
,,,,Discussion,39982D,1.0,8:00-8:50am,"Tue, Thu",16.0,6.0,0.0,,GFS112,2015,Spring
,,,,Discussion,39983D,1.0,9:00-9:50am,"Tue, Thu",16.0,9.0,0.0,,GFS112,2015,Spring
,,,,Discussion,39984D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,GFS112,2015,Spring
,,,,Lecture,39985D,1.0,10:00-10:50am,MWF,49.0,46.0,0.0,Guillermo Reyes Souto,GFS101,2015,Spring
,,,,Discussion,39986D,1.0,11:00-11:50am,"Tue, Thu",16.0,16.0,0.0,,GFS112,2015,Spring
,,,,Discussion,39987D,1.0,12:00-12:50pm,"Tue, Thu",16.0,14.0,0.0,,GFS112,2015,Spring
,,,,Discussion,39988D,1.0,1:00-1:50pm,"Tue, Thu",17.0,16.0,0.0,,GFS112,2015,Spring
,,,,Lecture,39989D,1.0,1:00-1:50pm,MWF,49.0,43.0,0.0,Alona Kryshchenko,VKC152,2015,Spring
,,,,Discussion,39990D,1.0,2:00-2:50pm,"Tue, Thu",18.0,18.0,0.0,,GFS112,2015,Spring
,,,,Discussion,39991D,1.0,3:00-3:50pm,"Tue, Thu",16.0,8.0,0.0,,GFS112,2015,Spring
,,,,Discussion,39992D,1.0,4:00-4:50pm,"Tue, Thu",17.0,17.0,0.0,,GFS112,2015,Spring
MATH-116,Mathematics for the Social Sciences,,4.0 units,Lecture,39406D,1.0,9:00-9:50am,MWF,30.0,11.0,0.0,Cymra Haskell,THH210,2015,Spring
,,,,Discussion,39407D,1.0,8:00-8:50am,"Tue, Thu",15.0,3.0,0.0,,GFS113,2015,Spring
,,,,Discussion,39408D,1.0,9:00-9:50am,"Tue, Thu",20.0,0.0,0.0,,,2015,Spring
,,,,Discussion,39409D,1.0,10:00-10:50am,"Tue, Thu",15.0,8.0,0.0,,GFS113,2015,Spring
MATH-117,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39410D,1.0,12:00-12:50pm,MWF,60.0,46.0,0.0,Brian Ryals,THH210,2015,Spring
,,,,Discussion,39411D,1.0,11:00-11:50am,"Tue, Thu",21.0,19.0,0.0,,KAP167,2015,Spring
,,,,Discussion,39412D,1.0,12:00-12:50pm,"Tue, Thu",20.0,11.0,0.0,,KAP167,2015,Spring
,,,,Discussion,39413D,1.0,1:00-1:50pm,"Tue, Thu",20.0,16.0,0.0,,KAP167,2015,Spring
MATH-118x,Fundamental Principles of the Calculus,P,4.0 units,Lecture,39490D,1.0,9:00-9:50am,MWF,49.0,49.0,0.0,Brad Drew,SGM601,2015,Spring
,,,,Discussion,39491D,1.0,11:00-11:50am,"Tue, Thu",16.0,16.0,0.0,,KAP113,2015,Spring
,,,,Discussion,39492D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,KAP113,2015,Spring
,,,,Discussion,39493D,1.0,1:00-1:50pm,"Tue, Thu",17.0,17.0,0.0,,KAP113,2015,Spring
,,,,Lecture,39414D,1.0,10:00-10:50am,MWF,49.0,44.0,0.0,Daniel Murfet,SOS B44,2015,Spring
,,,,Discussion,39415D,1.0,8:00-8:50am,"Tue, Thu",16.0,12.0,0.0,,GFS201,2015,Spring
,,,,Discussion,39416D,1.0,9:00-9:50am,"Tue, Thu",16.0,16.0,0.0,,GFS201,2015,Spring
,,,,Discussion,39417D,1.0,10:00-10:50am,"Tue, Thu",17.0,16.0,0.0,,GFS201,2015,Spring
,,,,Lecture,39418D,1.0,11:00-11:50am,MWF,49.0,48.0,0.0,Brad Drew,SOS B44,2015,Spring
,,,,Discussion,39419D,1.0,11:00-11:50am,"Tue, Thu",17.0,17.0,0.0,,GFS113,2015,Spring
,,,,Discussion,39420D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS113,2015,Spring
,,,,Discussion,39421D,1.0,1:00-1:50pm,"Tue, Thu",17.0,15.0,0.0,,GFS113,2015,Spring
,,,,Lecture,39422D,1.0,12:00-12:50pm,MWF,49.0,48.0,0.0,Leonid Piterbarg,VKC152,2015,Spring
,,,,Discussion,39423D,1.0,2:00-2:50pm,"Tue, Thu",17.0,17.0,0.0,,GFS218,2015,Spring
,,,,Discussion,39424D,1.0,3:00-3:50pm,"Tue, Thu",16.0,15.0,0.0,,GFS218,2015,Spring
,,,,Discussion,39425D,1.0,4:00-4:50pm,"Tue, Thu",17.0,16.0,0.0,,GFS218,2015,Spring
,,,,Lecture,39426D,1.0,1:00-1:50pm,MWF,49.0,49.0,0.0,Leonid Piterbarg,MHP105,2015,Spring
,,,,Discussion,39427D,1.0,11:00-11:50am,"Tue, Thu",16.0,15.0,0.0,,GFS114,2015,Spring
,,,,Discussion,39428D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS114,2015,Spring
,,,,Discussion,39429D,1.0,1:00-1:50pm,"Tue, Thu",18.0,18.0,0.0,,GFS114,2015,Spring
,,,,Lecture,39430D,1.0,2:00-3:20pm,"Mon, Wed",49.0,48.0,0.0,Weiwei Hu,ZHS163,2015,Spring
,,,,Discussion,39431D,1.0,2:00-2:50pm,"Tue, Thu",17.0,15.0,0.0,,GFS113,2015,Spring
,,,,Discussion,39432D,1.0,3:00-3:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS113,2015,Spring
,,,,Discussion,39433D,1.0,4:00-4:50pm,"Tue, Thu",17.0,17.0,0.0,,GFS113,2015,Spring
MATH-125,Calculus I,P,4.0 units,Lecture,39434D,1.0,9:00-9:50am,MWF,49.0,41.0,0.0,Paul Sobaje,ZHS163,2015,Spring
,,,,Discussion,39435D,1.0,8:00-8:50am,"Tue, Thu",16.0,13.0,0.0,,KAP113,2015,Spring
,,,,Discussion,39436D,1.0,9:00-9:50am,"Tue, Thu",16.0,9.0,0.0,,KAP113,2015,Spring
,,,,Discussion,39437D,1.0,10:00-10:50am,"Tue, Thu",19.0,19.0,0.0,,KAP113,2015,Spring
,,,,Lecture,39438D,1.0,10:00-10:50am,MWF,49.0,48.0,0.0,Paul Sobaje,VKC100,2015,Spring
,,,,Discussion,39439D,1.0,8:00-8:50am,"Tue, Thu",17.0,17.0,0.0,,KAP141,2015,Spring
,,,,Discussion,39440D,1.0,9:00-9:50am,"Tue, Thu",16.0,14.0,0.0,,KAP141,2015,Spring
,,,,Discussion,39441D,1.0,10:00-10:50am,"Tue, Thu",18.0,17.0,0.0,,KAP141,2015,Spring
,,,,Lecture,39442D,1.0,11:00-11:50am,MWF,49.0,47.0,0.0,Guillermo Reyes Souto,SGM601,2015,Spring
,,,,Discussion,39443D,1.0,11:00-11:50am,"Tue, Thu",17.0,17.0,0.0,,LVL3Z,2015,Spring
,,,,Discussion,39444D,1.0,12:00-12:50pm,"Tue, Thu",16.0,14.0,0.0,,LVL3Z,2015,Spring
,,,,Discussion,39445D,1.0,1:00-1:50pm,"Tue, Thu",17.0,16.0,0.0,,LVL3Z,2015,Spring
,,,,Lecture,39446D,1.0,12:00-12:50pm,MWF,49.0,49.0,0.0,Sheldon Kamienny,ZHS163,2015,Spring
,,,,Discussion,39447D,1.0,2:00-2:50pm,"Tue, Thu",19.0,19.0,0.0,,KAP113,2015,Spring
,,,,Discussion,39448D,1.0,3:00-3:50pm,"Tue, Thu",16.0,14.0,0.0,,KAP113,2015,Spring
,,,,Discussion,39449D,1.0,4:00-4:50pm,"Tue, Thu",17.0,16.0,0.0,,KAP113,2015,Spring
,,,,Lecture,39450D,1.0,1:00-1:50pm,MWF,49.0,49.0,0.0,Guillermo Reyes Souto,GFS118,2015,Spring
,,,,Discussion,39451D,1.0,11:00-11:50am,"Tue, Thu",16.0,16.0,0.0,,KAP138,2015,Spring
,,,,Discussion,39452D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,KAP138,2015,Spring
,,,,Discussion,39453D,1.0,1:00-1:50pm,"Tue, Thu",17.0,17.0,0.0,,KAP138,2015,Spring
,,,,Lecture,39454D,1.0,2:00-2:50pm,MWF,49.0,48.0,0.0,Gokhan Yildirim,THH210,2015,Spring
,,,,Discussion,39455D,1.0,2:00-2:50pm,"Tue, Thu",17.0,16.0,0.0,,KAP141,2015,Spring
,,,,Discussion,39456D,1.0,3:00-3:50pm,"Tue, Thu",16.0,13.0,0.0,,KAP141,2015,Spring
,,,,Discussion,39457D,1.0,4:00-4:50pm,"Tue, Thu",19.0,19.0,0.0,,KAP141,2015,Spring
MATH-126,Calculus II,P,4.0 units,Lecture,39495D,1.0,9:00-9:50am,MWF,49.0,41.0,0.0,Gokhan Yildirim,MHP105,2015,Spring
,,,,Discussion,39496D,1.0,2:00-2:50pm,"Tue, Thu",17.0,15.0,0.0,,KAP159,2015,Spring
,,,,Discussion,39497D,1.0,3:00-3:50pm,"Tue, Thu",16.0,10.0,0.0,,KAP159,2015,Spring
,,,,Discussion,39498D,1.0,4:00-4:50pm,"Tue, Thu",18.0,16.0,0.0,,KAP159,2015,Spring
,,,,Lecture,39460D,1.0,10:00-10:50am,MWF,49.0,42.0,0.0,Gokhan Yildirim,MHP105,2015,Spring
,,,,Discussion,39461D,1.0,8:00-8:50am,"Tue, Thu",16.0,13.0,0.0,,KAP159,2015,Spring
,,,,Discussion,39462D,1.0,9:00-9:50am,"Tue, Thu",16.0,12.0,0.0,,KAP159,2015,Spring
,,,,Discussion,39463D,1.0,10:00-10:50am,"Tue, Thu",17.0,17.0,0.0,,KAP159,2015,Spring
,,,,Lecture,39464D,1.0,10:00-10:50am,MWF,49.0,47.0,0.0,Yuncheng Lin,LVL16,2015,Spring
,,,,Discussion,39465D,1.0,11:00-11:50am,"Tue, Thu",16.0,13.0,0.0,,GFS202,2015,Spring
,,,,Discussion,39466D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,GFS202,2015,Spring
,,,,Discussion,39467D,1.0,1:00-1:50pm,"Tue, Thu",18.0,18.0,0.0,,GFS202,2015,Spring
,,,,Lecture,39468D,1.0,11:00-11:50am,MWF,49.0,49.0,0.0,Neelesh Tiruviluamala,MHP105,2015,Spring
,,,,Discussion,39469D,1.0,11:00-11:50am,"Tue, Thu",16.0,16.0,0.0,,KAP141,2015,Spring
,,,,Discussion,39470D,1.0,12:00-12:50pm,"Tue, Thu",16.0,16.0,0.0,,KAP141,2015,Spring
,,,,Discussion,39471D,1.0,1:00-1:50pm,"Tue, Thu",17.0,17.0,0.0,,KAP141,2015,Spring
,,,,Lecture,39472D,1.0,11:00-11:50am,MWF,49.0,48.0,0.0,David Crombecque,VKC102,2015,Spring
,,,,Discussion,39473D,1.0,2:00-2:50pm,"Tue, Thu",19.0,19.0,0.0,,KAP165,2015,Spring
,,,,Discussion,39474D,1.0,3:00-3:50pm,"Tue, Thu",16.0,11.0,0.0,,KAP165,2015,Spring
,,,,Discussion,39475D,1.0,4:00-4:50pm,"Tue, Thu",18.0,18.0,0.0,,KAP165,2015,Spring
,,,,Lecture,39476D,1.0,12:00-12:50pm,MWF,49.0,48.0,0.0,David Crombecque,VKC102,2015,Spring
,,,,Discussion,39477D,1.0,8:00-8:50am,"Tue, Thu",16.0,11.0,0.0,,GFS216,2015,Spring
,,,,Discussion,39478D,1.0,9:00-9:50am,"Tue, Thu",16.0,16.0,0.0,,GFS216,2015,Spring
,,,,Discussion,39479D,1.0,10:00-10:50am,"Tue, Thu",21.0,21.0,0.0,,GFS216,2015,Spring
,,,,Lecture,39480D,1.0,1:00-1:50pm,MWF,49.0,20.0,0.0,Chunming Wang,ZHS163,2015,Spring
,,,,Discussion,39481D,1.0,2:00-2:50pm,"Tue, Thu",17.0,6.0,0.0,,GFS201,2015,Spring
,,,,Discussion,39482D,1.0,3:00-3:50pm,"Tue, Thu",16.0,5.0,0.0,,GFS201,2015,Spring
,,,,Discussion,39483D,1.0,4:00-4:50pm,"Tue, Thu",17.0,9.0,0.0,,GFS201,2015,Spring
,,,,Lecture,39484D,1.0,9:00-9:50am,MWF,49.0,49.0,0.0,Neelesh Tiruviluamala,GFS116,2015,Spring
